,County,License Number,Operation Type,Establishment Type,Entity Name,DBA Name,Street Number,Street Name,Address Line 2,Address Line 3,City,State,Zip Code,Square Footage,geometry,index_right,STATEFP,COUNTYFP,TRACTCE,AFFGEOID,GEOID,NAME,NAMELSAD,STUSPS,NAMELSADCO,STATE_NAME,LSAD,ALAND,AWATER
437,ONEIDA,300315,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL 8493,1,NEW HARTFORD SHOPPING CTR,STE F4,,NEW HARTFORD,NY,13413,7300,POINT (475920.5201014264 4769266.878048563),4656,36,065,025100,1400000US36065025100,36065025100,251,Census Tract 251,NY,Oneida County,New York,CT,1603840,0
438,NIAGARA,290552,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL #8306,384,TWIN CITY MEMORIAL HWY,,,NORTH TONAWANDA,NY,14120,9000,POINT (185379.9246587356 4771830.961239254),3560,36,063,023100,1400000US36063023100,36063023100,231,Census Tract 231,NY,Niagara County,New York,CT,1110687,51577
439,NIAGARA,290547,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL 12623,1385,NASH RD,,,NORTH TONAWANDA,NY,14120,10000,POINT (185314.9142648209 4774829.994452435),303,36,063,022803,1400000US36063022803,36063022803,228.03,Census Tract 228.03,NY,Niagara County,New York,CT,2278114,0
440,NIAGARA,290428,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL STR#8360,6181,MCKEE ST,,,NEWFANE,NY,14108,9100,POINT (199896.408008848 4798181.404208833),4521,36,063,024201,1400000US36063024201,36063024201,242.01,Census Tract 242.01,NY,Niagara County,New York,CT,74609168,0
441,NIAGARA,290362,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL 6717,8735,NIAGARA FALLS BLVD,,,NIAGARA FALLS,NY,14304,8500,POINT (177500.4806011957 4778579.628306358),206,36,063,022300,1400000US36063022300,36063022300,223,Census Tract 223,NY,Niagara County,New York,CT,1272654,0
442,NIAGARA,290358,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL 6955,4015,LAKE AVE,,,LOCKPORT,NY,14094,7000,POINT (201405.4715046919 4791598.662297943),3554,36,063,023401,1400000US36063023401,36063023401,234.01,Census Tract 234.01,NY,Niagara County,New York,CT,57430586,80995
443,NIAGARA,290334,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL 6050,8405,ROCHESTER RD,,,GASPORT,NY,14067,2000,POINT (209685.5159228362 4788779.395427673),4335,36,063,024001,1400000US36063024001,36063024001,240.01,Census Tract 240.01,NY,Niagara County,New York,CT,179317661,804615
444,NIAGARA,290279,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL 8183,5921,S TRANSIT RD,,,LOCKPORT,NY,14094,3000,POINT (199487.02844719 4782480.841087149),3554,36,063,023401,1400000US36063023401,36063023401,234.01,Census Tract 234.01,NY,Niagara County,New York,CT,57430586,80995
445,NIAGARA,290278,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL 8417,1802,PINE AVE,,,NIAGARA FALLS,NY,14301,7980,POINT (171212.5988790156 4779583.78182724),805,36,063,020900,1400000US36063020900,36063020900,209,Census Tract 209,NY,Niagara County,New York,CT,723849,0
446,NIAGARA,290275,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL 8370,735,CENTER ST,,,LEWISTON,NY,14092,5500,POINT (171779.6972009598 4787813.895309929),5035,36,063,024401,1400000US36063024401,36063024401,244.01,Census Tract 244.01,NY,Niagara County,New York,CT,2840234,360474
447,NIAGARA,290273,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL 8333,1201,LINCOLN AVE,,,LOCKPORT,NY,14094,5800,POINT (201997.6645383863 4784430.322819673),2238,36,063,023902,1400000US36063023902,36063023902,239.02,Census Tract 239.02,NY,Niagara County,New York,CT,3452062,0
448,MONTGOMERY,270123,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL #7422,41,W MAIN ST,,,FONDA,NY,12068,6556,POINT (550760.7919746201 4755900.130526182),3475,36,057,072200,1400000US36057072200,36057072200,722,Census Tract 722,NY,Montgomery County,New York,CT,89823021,1845430
449,MONTGOMERY,270086,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL 9357,140,GUY PARK AVE,,,AMSTERDAM,NY,12010,10000,POINT (565404.1675018971 4754869.379568722),3715,36,057,070200,1400000US36057070200,36057070200,702,Census Tract 702,NY,Montgomery County,New York,CT,4263700,471984
450,MONROE,261716,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL #10927,1315,CHILI AVE,,,ROCHESTER,NY,14624,5000,POINT (282778.6820672996 4779606.098302118),4903,36,055,014400,1400000US36055014400,36055014400,144,Census Tract 144,NY,Monroe County,New York,CT,8862089,48116
451,MONROE,261619,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL #5730,7135,W BUFFALO RD,,,CHURCHVILLE,NY,14428,0,POINT (264094.8549371315 4776040.457352655),1777,36,055,015000,1400000US36055015000,36055015000,150,Census Tract 150,NY,Monroe County,New York,CT,90548786,689230
452,MONROE,261610,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL #9897,5103,RIDGE RD W,,,SPENCERPORT,NY,14559,0,POINT (272595.4668057439 4788736.764297371),1782,36,055,014802,1400000US36055014802,36055014802,148.02,Census Tract 148.02,NY,Monroe County,New York,CT,66899350,0
453,MONROE,261312,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL STR 9355,1816,LAKE RD,,,HAMLIN,NY,14464,0,POINT (263140.4611860162 4797335.433461046),4902,36,055,015101,1400000US36055015101,36055015101,151.01,Census Tract 151.01,NY,Monroe County,New York,CT,52362502,1639036
454,MONROE,261285,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL 6386,50,MAIN ST,,,BROCKPORT,NY,14420,0,POINT (261304.0877612476 4788957.285603893),4043,36,055,015304,1400000US36055015304,36055015304,153.04,Census Tract 153.04,NY,Monroe County,New York,CT,4852228,144675
455,MONROE,261222,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL 9742,3892,SCOTTSVILLE RD,,,SCOTTSVILLE,NY,14546,7100,POINT (276596.7373333928 4767682.974376674),4224,36,055,014700,1400000US36055014700,36055014700,147,Census Tract 147,NY,Monroe County,New York,CT,78763778,676603
456,MONROE,261180,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL 7434,2873,DEWEY AVE,,,GREECE,NY,14616,6468,POINT (285448.9422829655 4788871.84628523),3858,36,055,013901,1400000US36055013901,36055013901,139.01,Census Tract 139.01,NY,Monroe County,New York,CT,2258111,0
457,MONROE,261161,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL 9079,1900,S CLINTON AVE,,,ROCHESTER,NY,14618,2500,POINT (288917.3904368859 4777518.624548392),434,36,055,012900,1400000US36055012900,36055012900,129,Census Tract 129,NY,Monroe County,New York,CT,4394069,5620
458,MONROE,261144,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL 9233,453,W COMMERCIAL ST,,,EAST ROCHESTER,NY,14445,7000,POINT (296951.1152849406 4776792.841974822),3860,36,055,012100,1400000US36055012100,36055012100,121,Census Tract 121,NY,Monroe County,New York,CT,2202703,0
459,MONROE,261110,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL 8814,525,TITUS AVE,,,IRONDEQUOIT,NY,14617,8000,POINT (288380.4078266353 4787127.041103086),2770,36,055,010400,1400000US36055010400,36055010400,104,Census Tract 104,NY,Monroe County,New York,CT,2364892,0
460,MONROE,261037,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL 8558,822,LAKE AVE,,,ROCHESTER,NY,14613,8600,POINT (286170.9640141018 4784178.38646515),1520,36,055,002300,1400000US36055002300,36055002300,23,Census Tract 23,NY,Monroe County,New York,CT,1131240,82079
461,MONROE,260979,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL 8211,3240,CHILI AVE,,,ROCHESTER,NY,14624,1000,POINT (276055.5219020753 4776091.899398573),2423,36,055,014601,1400000US36055014601,36055014601,146.01,Census Tract 146.01,NY,Monroe County,New York,CT,26334540,114145
462,MADISON,250107,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL #10521,300,TUSCARORA RD,,,CHITTENANGO,NY,13037,5000,POINT (429272.9276939961 4767228.231631337),2300,36,053,030401,1400000US36053030401,36053030401,304.01,Census Tract 304.01,NY,Madison County,New York,CT,8864610,10324
463,MADISON,250094,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL #6958,113,UTICA ST,,,HAMILTON,NY,13346,7000,POINT (455020.274697002 4742442.564930229),2298,36,053,030900,1400000US36053030900,36053030900,309,Census Tract 309,NY,Madison County,New York,CT,10589411,93115
464,MADISON,250084,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL STR 9723,431,N MAIN ST,,,ONEIDA,NY,13421,5000,POINT (446326.1639626699 4772469.821807212),4427,36,053,030102,1400000US36053030102,36053030102,301.02,Census Tract 301.02,NY,Madison County,New York,CT,6232906,0
465,MADISON,250066,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL 8656,419,S PETERBORO ST,,,CANASTOTA,NY,13032,7950,POINT (438714.7760133761 4768935.91829583),2299,36,053,030300,1400000US36053030300,36053030300,303,Census Tract 303,NY,Madison County,New York,CT,14494802,13771
466,LIVINGSTON,240174,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL #6160,3707,RETSOF RD,,,RETSOF,NY,14533,7150,POINT (264479.2351647747 4745970.501875143),1771,36,051,030201,1400000US36051030201,36051030201,302.01,Census Tract 302.01,NY,Livingston County,New York,CT,160206066,31218
467,LIVINGSTON,240140,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL #6318,3337,CALEDONIA-AVON RD,,,CALEDONIA,NY,14423,8300,POINT (268204.8499002617 4760827.969812734),2751,36,051,030100,1400000US36051030100,36051030100,301,Census Tract 301,NY,Livingston County,New York,CT,113634935,650302
468,LIVINGSTON,240136,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL ST# 5897,1464,ROCHESTER ST,,,LIMA,NY,14485,8100,POINT (286800.5147370741 4755348.184510835),4898,36,051,030600,1400000US36051030600,36051030600,306,Census Tract 306,NY,Livingston County,New York,CT,82596677,137228
469,LIVINGSTON,240120,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL 6959,7,MAIN ST,,,LIVONIA,NY,14487,8200,POINT (281659.7640071642 4744566.461055444),930,36,051,030702,1400000US36051030702,36051030702,307.02,Census Tract 307.02,NY,Livingston County,New York,CT,37138512,6113709
470,LIVINGSTON,240116,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL 6456,116,N MAIN ST,,,MOUNT MORRIS,NY,14510,7000,POINT (264303.9481285071 4735557.524259605),1554,36,051,030900,1400000US36051030900,36051030900,309,Census Tract 309,NY,Livingston County,New York,CT,5303317,0
471,LIVINGSTON,240115,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL 6217,27,OSSIAN STREET,,,DANSVILLE,NY,14437,7800,POINT (278404.5171432442 4715491.688160799),4721,36,051,031400,1400000US36051031400,36051031400,314,Census Tract 314,NY,Livingston County,New York,CT,6199428,0
472,LIVINGSTON,240087,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL 8393,9033,ST RT 408,,,NUNDA,NY,14517,7200,POINT (258844.3774980337 4719400.03115574),4280,36,051,031200,1400000US36051031200,36051031200,312,Census Tract 312,NY,Livingston County,New York,CT,164445832,680153
473,LIVINGSTON,240076,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL 8191,275,E MAIN ST  STE 1,,,AVON,NY,14414,8000,POINT (276767.2044457622 4754272.307772104),897,36,051,030300,1400000US36051030300,36051030300,303,Census Tract 303,NY,Livingston County,New York,CT,8148997,0
474,LEWIS,230085,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL #11550,6804,MCALPINE ST,,,LYONS FALLS,NY,13368,3000,POINT (470383.0362451775 4829595.394192133),4344,36,049,950700,1400000US36049950700,36049950700,9507,Census Tract 9507,NY,Lewis County,New York,CT,961691870,3743715
475,LEWIS,230078,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL #11150,7623,N STATE ST,,,LOWVILLE,NY,13367,7530,POINT (460333.5832323603 4848348.22590751),2561,36,049,950302,1400000US36049950302,36049950302,9503.02,Census Tract 9503.02,NY,Lewis County,New York,CT,321420783,1403432
476,JEFFERSON,220347,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL #9496,144,EASTERN BLVD STE 14,,,WATERTOWN,NY,13601,10300,POINT (429520.639266344 4868777.381397041),2189,36,045,061200,1400000US36045061200,36045061200,612,Census Tract 612,NY,Jefferson County,New York,CT,2286196,551010
477,JEFFERSON,220342,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL #12614,22075,STATE RT 11,,,WATERTOWN,NY,13601,6000,POINT (427470.2629747415 4871665.138486788),4790,36,045,060500,1400000US36045060500,36045060500,605,Census Tract 605,NY,Jefferson County,New York,CT,222628993,5211796
478,JEFFERSON,220313,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL #11222,12644,ST RT 12,,,CHAUMONT,NY,13622,8000,POINT (418467.6729467929 4884289.887758801),3787,36,045,060401,1400000US36045060401,36045060401,604.01,Census Tract 604.01,NY,Jefferson County,New York,CT,140000840,3957381
479,JEFFERSON,220251,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL #6904,28525,NY STATE RT 3,,,BLACK RIVER,NY,13612,6936,POINT (435881.8126054759 4872888.93126376),936,36,045,061102,1400000US36045061102,36045061102,611.02,Census Tract 611.02,NY,Jefferson County,New York,CT,32839141,692534
480,JEFFERSON,220229,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL 6375,10757,US RT 11,,,ADAMS,NY,13605,8500,POINT (417806.006248033 4852820.015154901),4847,36,045,061801,1400000US36045061801,36045061801,618.01,Census Tract 618.01,NY,Jefferson County,New York,CT,119082451,43831
481,JEFFERSON,220169,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL 9086,2,S MAIN ST PO BOX 28,,,PHILADELPHIA,NY,13673,7500,POINT (443270.7865590893 4888382.119203581),309,36,045,060601,1400000US36045060601,36045060601,606.01,Census Tract 606.01,NY,Jefferson County,New York,CT,120882084,74520
482,JEFFERSON,220153,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL 8700,700,WEST END AVE,,,CARTHAGE,NY,13619,8000,POINT (450343.1521404609 4870540.389062006),4943,36,045,060902,1400000US36045060902,36045060902,609.02,Census Tract 609.02,NY,Jefferson County,New York,CT,18426311,1369290
483,JEFFERSON,220152,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL 8676,1222,ARSENAL ST,,,WATERTOWN,NY,13601,6000,POINT (424267.0849333884 4869883.302355568),2190,36,045,061500,1400000US36045061500,36045061500,615,Census Tract 615,NY,Jefferson County,New York,CT,6070159,97739
484,HERKIMER,210131,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL #11102,1,STEWART ST,,,DOLGEVILLE,NY,13329,0,POINT (517819.5318440073 4771247.279459284),733,36,043,011001,1400000US36043011001,36043011001,110.01,Census Tract 110.01,NY,Herkimer County,New York,CT,3932474,42974
485,HERKIMER,210083,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL 9098,110,E STATE ST,,,HERKIMER,NY,13350,5000,POINT (501235.319523124 4763648.793804362),4304,36,043,011100,1400000US36043011100,36043011100,111,Census Tract 111,NY,Herkimer County,New York,CT,2228218,230517
486,HERKIMER,210070,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL 8373,522,ALBANY ST,,,LITTLE FALLS,NY,13365,6000,POINT (511510.3492706572 4765517.404880987),2338,36,043,010702,1400000US36043010702,36043010702,107.02,Census Tract 107.02,NY,Herkimer County,New York,CT,5239706,345853
487,GREENE,190140,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL #10430,4,COUNTRY ESTATES RD,,,GREENVILLE,NY,12083,7100,POINT (580780.1601638217 4697454.75093649),730,36,039,080201,1400000US36039080201,36039080201,802.01,Census Tract 802.01,NY,Greene County,New York,CT,100460849,766062
488,GREENE,190121,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL 6540,11776,RT 9W,,,COXSACKIE,NY,12051,9000,POINT (596034.210823896 4690336.166456151),4294,36,039,080600,1400000US36039080600,36039080600,806,Census Tract 806,NY,Greene County,New York,CT,85535951,2597572
489,GENESEE,180147,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL #10405,11281,ALEXANDER RD,,,ATTICA,NY,14011,8000,POINT (231845.591091976 4751662.863550539),4870,36,037,951400,1400000US36037951400,36037951400,9514,Census Tract 9514,NY,Genesee County,New York,CT,214550652,816869
490,GENESEE,180107,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL #6107,3,WEST AVE,,,LEROY,NY,14482,6000,POINT (255104.8054591693 4762885.711103218),5259,36,037,951200,1400000US36037951200,36037951200,9512,Census Tract 9512,NY,Genesee County,New York,CT,16870319,78111
491,GENESEE,180086,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL 8105,412,E MAIN ST,,,BATAVIA,NY,14020,4000,POINT (241158.996645788 4765210.505141101),30,36,037,951000,1400000US36037951000,36037951000,9510,Census Tract 9510,NY,Genesee County,New York,CT,2965234,209531
492,FULTON,170123,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL #10752,37,ARTERIAL PLAZA,,,GLOVERSVILLE,NY,12078,6000,POINT (554940.5011519931 4767471.965679867),4856,36,035,970601,1400000US36035970601,36035970601,9706.01,Census Tract 9706.01,NY,Fulton County,New York,CT,66158891,438439
493,FULTON,170121,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL #10237,372,N MAIN ST,,,GLOVERSVILLE,NY,12078,8500,POINT (553715.7746702096 4768048.047130314),1195,36,035,971100,1400000US36035971100,36035971100,9711,Census Tract 9711,NY,Fulton County,New York,CT,1382762,0
494,FRANKLIN,160129,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL #7325,3321,STATE RT 11,,,MALONE,NY,12953,8400,POINT (553814.8461100616 4966293.002111888),2419,36,033,950502,1400000US36033950502,36033950502,9505.02,Census Tract 9505.02,NY,Franklin County,New York,CT,114073486,1379600
495,FRANKLIN,160114,Store,A,DOLGENCORP OF NEW YORK INC,DOLLAR GENERAL 6014,16,"DEMARS BLVD, STE 5",,,TUPPER LAKE,NY,12986,0,POINT (542931.634902872 4897261.768586033),3450,36,033,951100,1400000US36033951100,36033951100,9511,Census Tract 9511,NY,Franklin County,New York,CT,184989012,21201815
496,ESSEX,150209,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL #18555,4375,MAIN ST,,,PORT HENRY,NY,12974,7232,POINT (623539.8802870577 4878813.582017158),3796,36,031,961002,1400000US36031961002,36031961002,9610.02,Census Tract 9610.02,NY,Essex County,New York,CT,58858955,15910765
497,ESSEX,150197,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL #10970,925,US RT 9,,,SCHROON LAKE,NY,12870,7100,POINT (598716.4257186693 4853650.465057209),1217,36,031,961300,1400000US36031961300,36031961300,9613,Census Tract 9613,NY,Essex County,New York,CT,343635540,22600340
498,ERIE,143008,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL #13366,2137,SENECA ST,,,BUFFALO,NY,14210,9300,POINT (188835.1765239927 4751624.139340799),4501,36,029,001000,1400000US36029001000,36029001000,10,Census Tract 10,NY,Erie County,New York,CT,2059348,29431
499,ERIE,142938,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL # 11797,3170,DELAWARE AVE,,,BUFFALO,NY,14217,0,POINT (184298.6519587096 4764793.995612165),1826,36,029,008700,1400000US36029008700,36029008700,87,Census Tract 87,NY,Erie County,New York,CT,1086552,0
500,ERIE,142934,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL #13305,2750,HARLEM RD,,,CHEEKTOWAGA,NY,14225,11500,POINT (191117.3781714995 4758729.285881451),20,36,029,010500,1400000US36029010500,36029010500,105,Census Tract 105,NY,Erie County,New York,CT,1065665,0
501,ERIE,142913,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL 12975,1055,GENESEE ST,,,BUFFALO,NY,14211,11000,POINT (186560.9907147028 4757121.901236233),4802,36,029,002703,1400000US36029002703,36029002703,27.03,Census Tract 27.03,NY,Erie County,New York,CT,408064,0
502,ERIE,142818,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL #9052,4190,UNION RD,,,CHEEKTOWAGA,NY,14225,10000,POINT (193626.1814945148 4759762.555740905),5256,36,029,010102,1400000US36029010102,36029010102,101.02,Census Tract 101.02,NY,Erie County,New York,CT,2216540,0
503,ERIE,142489,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL #8207,1833,ELMWOOD AVE,,,BUFFALO,NY,14207,0,POINT (183615.4510914168 4762223.995110637),4502,36,029,005000,1400000US36029005000,36029005000,50,Census Tract 50,NY,Erie County,New York,CT,1296226,0
504,ERIE,142203,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL #10547,4257,LAKE AVE,,,BLASDELL,NY,14219,0,POINT (187585.8944013415 4745311.204453434),3750,36,029,012904,1400000US36029012904,36029012904,129.04,Census Tract 129.04,NY,Erie County,New York,CT,5118114,0
505,ERIE,142146,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL #8363,13475,BROADWAY,,,ALDEN,NY,14004,8000,POINT (215469.847907144 4755602.82034252),3838,36,029,014901,1400000US36029014901,36029014901,149.01,Census Tract 149.01,NY,Erie County,New York,CT,7040219,0
506,ERIE,142119,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL #10433,2920,WILLIAM ST,,,CHEEKTOWAGA,NY,14227,5000,POINT (192710.7571447672 4754804.283446371),4511,36,029,010902,1400000US36029010902,36029010902,109.02,Census Tract 109.02,NY,Erie County,New York,CT,4101862,0
507,ERIE,142033,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL #10256,12968,MAIN RD,,,AKRON,NY,14001,1500,POINT (214372.6209453482 4766588.36814864),2532,36,029,014804,1400000US36029014804,36029014804,148.04,Census Tract 148.04,NY,Erie County,New York,CT,68369788,515713
508,ERIE,141827,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL 5701,5150,BROADWAY,,,DEPEW,NY,14043,7500,POINT (199260.1357533039 4756458.943011807),5053,36,029,014502,1400000US36029014502,36029014502,145.02,Census Tract 145.02,NY,Erie County,New York,CT,2139770,0
509,ERIE,141826,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL 6977,8790,ERIE RD,,,ANGOLA,NY,14006,8000,POINT (168455.0993216307 4729447.724728933),1829,36,029,015503,1400000US36029015503,36029015503,155.03,Census Tract 155.03,NY,Erie County,New York,CT,43794655,387270
510,ERIE,141615,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL #9631,8229,N MAIN ST,,,EDEN,NY,14057,10000,POINT (181168.1851895745 4730731.900168139),2722,36,029,015301,1400000US36029015301,36029015301,153.01,Census Tract 153.01,NY,Erie County,New York,CT,55510529,107190
511,ERIE,141506,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL 9229,3531,SENECA ST,,,WEST SENECA,NY,14224,5000,POINT (191681.0397425175 4748783.894337009),2695,36,029,012002,1400000US36029012002,36029012002,120.02,Census Tract 120.02,NY,Erie County,New York,CT,4113882,0
512,ERIE,141494,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL 8926,5783,CAMP RD,,,HAMBURG,NY,14075,6000,POINT (186028.8399691001 4737915.735688357),407,36,029,013400,1400000US36029013400,36029013400,134,Census Tract 134,NY,Erie County,New York,CT,5605341,0
513,ERIE,141493,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL 9228,6000,SOUTH PARK,,,HAMBURG,NY,14075,6000,POINT (186836.4001487224 4738259.731441841),3853,36,029,013202,1400000US36029013202,36029013202,132.02,Census Tract 132.02,NY,Erie County,New York,CT,16270151,0
514,ERIE,141491,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL 8136,93,S ROSSLER AVE,,,BUFFALO,NY,14206,5100,POINT (190056.7883285265 4754110.836071583),4599,36,029,011100,1400000US36029011100,36029011100,111,Census Tract 111,NY,Erie County,New York,CT,1105597,0
515,ERIE,141469,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL 8177,942,MCKINLEY PKWY,,,BUFFALO,NY,14220,8000,POINT (187546.8861857117 4752094.389577746),1362,36,029,000200,1400000US36029000200,36029000200,2,Census Tract 2,NY,Erie County,New York,CT,1217601,0
516,ERIE,141468,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL 8960,230,HOLDEN ST,,,BUFFALO,NY,14214,1500,POINT (187090.6803241667 4761188.631585704),5313,36,029,004003,1400000US36029004003,36029004003,40.03,Census Tract 40.03,NY,Erie County,New York,CT,890101,0
517,ERIE,141460,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL 9029,1233,ABBOTT RD,,,LACKAWANNA,NY,14218,1000,POINT (188932.5179130223 4749079.462942714),973,36,029,012501,1400000US36029012501,36029012501,125.01,Census Tract 125.01,NY,Erie County,New York,CT,2458427,0
518,ERIE,141459,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL 9028,338,KENMORE AVE,,,BUFFALO,NY,14223,5600,POINT (187567.8048016599 4763296.700643773),3826,36,029,004601,1400000US36029004601,36029004601,46.01,Census Tract 46.01,NY,Erie County,New York,CT,818023,0
519,ERIE,141394,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL 8896,1336,HERTEL AVE,,,BUFFALO,NY,14216,5600,POINT (185223.1334333649 4762265.989764221),4049,36,029,004902,1400000US36029004902,36029004902,49.02,Census Tract 49.02,NY,Erie County,New York,CT,862945,0
520,ERIE,141382,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL 8488,29,NIAGARA ST ECKERD PLAZA,,,TONAWANDA,NY,14150,6000,POINT (183897.0455533337 4770420.820852877),24,36,029,007700,1400000US36029007700,36029007700,77,Census Tract 77,NY,Erie County,New York,CT,1821872,182025
521,ERIE,141338,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL 8366,3372,SHERIDAN DR,,,AMHERST,NY,14226,4000,POINT (189405.0647203233 4765653.687817998),2725,36,029,009200,1400000US36029009200,36029009200,92,Census Tract 92,NY,Erie County,New York,CT,5323344,0
522,ERIE,141306,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL 8427,315,W FERRY ST,,,BUFFALO,NY,14213,6000,POINT (182545.7961352547 4758746.428241594),397,36,029,006100,1400000US36029006100,36029006100,61,Census Tract 61,NY,Erie County,New York,CT,1077219,237518
523,ERIE,141292,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL 8245,2329,MILLERS PORT HWY,,,GETZVILLE,NY,14068,6000,POINT (192821.4091635968 4769237.812073601),16,36,029,009112,1400000US36029009112,36029009112,91.12,Census Tract 91.12,NY,Erie County,New York,CT,3333368,78723
524,DUTCHESS,131156,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL #13879,3338,E MAIN ST NY 343,,,AMENIA,NY,12501,7600,POINT (620428.7754274922 4634283.857111413),2179,36,027,010000,1400000US36027010000,36027010000,100,Census Tract 100,NY,Dutchess County,New York,CT,112132696,1025070
